Dealer Name,Address,City,State,County,ZipCode,OEM #1,Sales,Service,Financing,Dealer Website,Dealer Phone,Dealer Email,Facebook Link,Google Score,# Google,lat,lng
Calvin’s Maintenance,"14653 Terrell Rd, Baton Rouge, LA 70816",BATON ROUGE,Louisiana,East Baton Rouge Parish,70816,Generac,Yes,,,http://www.callcalvins.com,225-752-5014,NA,,,,30.423189,-91.0215558
A to Z Electrical Services,"44301 Donna Villar Road, Prairieville, LA 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,Yes,,,N/A,225-937-7587,N/A,,,,30.3157486,-90.8613732
Frischhertz Electric,"4240 Toulouse St, New Orleans, LA 70119",New Orleans,Louisiana,Orleans,70119,Generac,Yes,,,http://www.frischhertz.com/,(504) 482-1146,N/A,,,,29.9796016,-90.0991593
Lightning Service Inc,"3201 Metairie Rd, Metairie, LA 70001",METAIRIE,Louisiana,Jefferson Parish,70001,Generac,Yes,,,https://www.lightningserviceinc.com,(504) 837-3278,N/A,,,,29.9767159,-90.1566306
Ducote Electric,"1304 Fulton Street, Kenner, LA 70062",Kenner,Louisiana,Jefferson Parish,70062,Generac,Yes,,,http://www.ducoteelectric.com/,(504) 468-6158,N/A,,,,30.0038944,-90.250343
"Burkhardt Air Conditioning, Heating, & Ref","3501 Severn Avenue.
Suite 19C
Metairie, LA 70002",METAIRIE,Louisiana,Jefferson Parish,70002,Generac,Yes,,,https://burkhardtsair.com/,504.277.7520,N/A,,,,30.0125259,-90.15820339999999
B. Powered Electric,"2082 Benefit St New Orleans, LA 70122",New Orleans,Louisiana,Orleans,70122,Generac,Yes,,,http://bpoweredelectric.com/,(504) 606-9273,bpoweredup@yahoo.com,,,,29.9904887,-90.0612232
Air Cooled Engines Inc,"2520 4th St, Harvey, LA 70058",Harvey,Louisiana,Jefferson Parish,70058,Generac,Yes,,,https://aircooledengineinc.com/,(504) 362-6877,N/A,,,,29.9085471,-90.07900959999999
PriceCo Supply,"15151 Greenwell Springs Rd, Greenwell Springs, LA 70739",BATON ROUGE,Louisiana,East Baton Rouge Parish,70739,Generac,Yes,,,http://www.pricecosupply.com/,(225) 262-6245,N/A,,,,30.5178195,-91.020974
Central Heating and Air,"8565 Rome Dr.
Baton Rouge, LA 70818",Baton Rouge,Louisiana,East Baton Rouge Parish,70818,Generac,Yes,,,http://www.centralheating-air.com/product-category/generators/,(225) 262-1186,sales@centralheating-air.com,,,,30.5296733,-91.0365917
"Ideal Generators, INC.","34781 LA-16, Denham Springs, LA 70706",Denham Springs,Louisiana,Livingston,70706,Generac,Yes,,,N/A,(225) 933-9219,N/A,,,,30.5722299,-90.95630210000002
Double D Electric,"Double D ELectric Baton Rouge, LA 70801",Baton Rouge,Louisiana,East Baton Rouge Parish,70801,Generac,Yes,,,http://www.doubledelectricbr.com/,(225) 407-0647,N/A,,,,30.4483779,-91.18870799999999
Braud Electric,"BRAUD ELECTRIC

39522 Highway 74

Gonzales, LA 70737",Gonzales,Louisiana,Ascension,70737,Generac,Yes,,,http://www.braudelectric.com/baton-rouge-electrical-services/home-generators/,225-644-0400,N/A,,,,30.2552442,-90.93808399999999
Taylor Power Systems,"1912 W Orice Roth Rd, Gonzales, LA 70737",BATON ROUGE,Louisiana,Ascension,70737,Generac,Yes,,,https://www.taylorpower.com/,(225) 744-0030,N/A,,,,30.219059,-90.9433232
Rescom Electric,"40454 Abby James Rd Suite Prairieville, LA 70769",Prairieville,Louisiana,Ascension,70769,Generac,Yes,,,http://www.rescomllc.com/,(225) 622-3647,N/A,,,,30.3068715,-90.92447829999999
tumey electric,"181111 manning dr prairieville, LA 70769",PRAIRIEVILLE,Louisiana,Ascension,70769,Generac,Yes,,,N/A,(225) 362-1654,N/A,,,,30.334144,-90.91082
Technical Services Group LLC,"12015 Cloverland Ct Baton Rouge, LA 70809",BATON ROUGE,Louisiana,East Baton Rouge Parish,70809,Generac,Yes,,,http://tsgcom.com/,(225) 407-0012,sales@tsgcom.com,,,,30.3891345,-91.0473543
Mr. Electric of Baton Rouge,"4637 Jamestown AVe. Suite E | Baton Rouge, LA 70808",Baton Rouge,Louisiana,East Baton Rouge Parish,70808,Generac,Yes,,,https://mrelectric.com/baton-rouge,225-224-0358,N/A,,,,30.4215173,-91.1373746
Reliable Electric LLC,"24522 Joe May Rd, Denham Springs, LA 70726",Denham Springs,Louisiana,Livingston,70726,Generac,Yes,,,N/A,225) 665-4416,N/A,,,,30.4237197,-90.86306379999999
Essential Power Services,"11439 Pennywood Ave, Baton Rouge, LA 70809",Baton Rouge,Louisiana,East Baton Rouge Parish,70809,Generac,Yes,,,http://www.esentia.com/Default.asp,(225) 246-2177,sales@esentia.com,,,,30.3916599,-91.0538114
Applied Industrial Technologies,"11627 Industriplex Blvd, Baton Rouge, LA 70809",Baton Rouge,Louisiana,East Baton Rouge Parish,70809,Generac,Yes,,,https://www.applied.com/?utm_source=google&utm_medium=gmb&utm_campaign=google_my_business,(225) 755-7960,N/A,,,,30.3861242,-91.0522167
Manno Electric,"13317 S Choctaw Dr suite d, Baton Rouge, LA 70815",Baton Rouge,Louisiana,East Baton Rouge Parish,70815,Generac,Yes,,,N/A,(225) 275-4334,N/A,,,,30.4731025,-91.037706
Delta Electric,"3888 Victoria Drive, Baton Rouge, LA 70812",Baton Rouge,Louisiana,East Baton Rouge Parish,70812,Generac,Yes,,,http://deltaelectricco.com/,225-358-8226,delta7094@aol.com,,,,30.4863035,-91.1174278
Davilco Electric,"2327 N Airway Dr, Baton Rouge, LA 70815",BATON ROUGE,Louisiana,East Baton Rouge Parish,70815,Generac,Yes,,,https://davilco-electric.business.site/,(225) 927-8994,N/A,,,,30.4694529,-91.0990745
Nicotri Electric Inc.,"9195 Mammoth Ave, Baton Rouge, LA 70814",BATON ROUGE,Louisiana,East Baton Rouge Parish,70814,Generac,Yes,,,http://www.nicotrielectric.com/,(225) 627-1255,N/A,,,,30.4742604,-91.08636299999999
Central Emergency Power,"12023 Sullivan Rd, Baton Rouge, LA 70818",BATON ROUGE,Louisiana,East Baton Rouge Parish,70818,Generac,Yes,,,http://www.centralemergencypower.com/,(225) 261-2223,N/A,,,,30.557209,-91.0390666
"""CHARLIE """"D"""" ELECTRIC""","5490 FM 1374 Rd, Huntsville, TX 77340",HUNTSVILLE,Texas,Walker,77340,Generac,Yes,No,No,NA,936-291-6682,,,,,30.583458,-95.591869
S Con Services,"1007 E Navasota St, Groesbeck, TX 76642",Groesbeck,Texas,Limestone,76642,Cummins,Yes,No,No,http://sconservices.com,979 822-4445,,,,,31.5162558,-96.52522259999999
LONE STAR OUTDOOR POWER QUIPMENT,"13505 US-190, Onalaska, TX 77360",ONALASKA,Texas,Polk,77360,Other,Yes,,,,,,,,,30.8144377,-95.1000169
Generators Industries LLC,"1118 N Main St #1F, Pearland, TX 77581",PEARLAND,Texas,Brazoria,77581,OTHER,Yes,,,,,,,,,29.5936314,-95.2872831
MNI Diesel Inc.,"7001 Easthaven Blvd # 1, Houston, TX 77017",HOUSTON,Texas,Harris,77017,Other,Yes,,,,,,,,,29.667156,-95.257325
Land & Sea Service Inc.,"1900 Oak St., La Marque, TX 77568",La MARQUE,Texas,Galveston,77568,Other,Yes,,,,,,,,,29.361486,-94.9526633
RAVE Electrical Service LLC,"1122 Dickinson Ave,
Dickinson, Texas 77539",DICKINSON,Texas,Galveston,77539,Other,Yes,,,,,,,,,29.4872128,-95.0474885
Progressive Diesel Red Inc.,"8311 Industrial Dr, Pearland, TX 77584",PEARLAND,Texas,Brazoria,77584,Other,Yes,,,http://www.progressivedieselred.com/,281-993-0099,,,,,29.5289728,-95.2733006
ARKANSAS ELECTRIC SERVICE AND CONT,"1421 East 9th Street
Little Rock, AR 72202",Little ROCK,Arkansas,Pulaski,72202,Generac,Yes,,,,,,,,,34.7388267,-92.254618
3 BERT BLACK SERVICE COMPANY,"2923 W 60th St, Little Rock, AR 72209",Rock,Arkansas,Pulaski,72209,Other,Yes,,,,,,,,,34.6939152,-92.30949989999999
6 AIRMASTERS LLC,"124 Rose Ln #403, Frisco, TX 75034",FRISCO,Texas,Collin,75034,Generac,Yes,,,,,,,,,33.1455471,-96.9146669
DEAN & DEAN LLC,"1821 Ar Hwy 354
Oxford, AR 72565",OXFORD,Arkansas,Izard,72565,Other,Yes,,,,,,,,,36.2324807,-91.85875050000001
WHITEAKER ELECTRIC,"470 Blossom Dr, Batesville, AR 72501",BATESVILLE,Arkansas,Independence,72501,Other,Yes,,,,,,,,,35.7807728,-91.6562044
LIGHTS ON ELECTRIC,"243 Moore Rd
Mountain View, AR 72560",,Arkansas,Stone,72560,Other,Yes,,,,,,,,,35.9113055,-92.0641644
COPPER CREEK CONSTRUCTION LLC,"2975 Shelton Road North
Bee Branch, AR 72013",BRANCH,Arkansas,Van Buren,72013,Other,Yes,,,,,,,,,35.4981379,-92.3429439
WHITE RIVER TRAILER,"2784 HWY 69B, Sage, AR 72573",SAGE,Arkansas,Izard,72573,Generac,Yes,,,,,,,,,36.0261741,-91.8162802
Generated Energy Solutions LLC.,"212 McClanahan Dr, Bryant, AR 72022",Bryant,Arkansas,Saline,72022,Generac,Yes,,,,,,,,,34.6190061,-92.4955841
Staley Inc..,"8101 Fourche Road
Little Rock, Arkansas 72209",Little ROCK,Arkansas,Pulaski,72209,Other,Yes,,,,,,,,,34.6755289,-92.31631920000001
RP Power LLC.,"7777 Northshore Pl, North Little Rock, AR 72118",ROCK,Arkansas,Pulaski,72118,Kohler,Yes,,,,,,,,,34.8061071,-92.3499519
"CRAWFORD ELECTRIC, INC","143 Highway 201 North, Mountain Home, AR 72653",Mountain Home,Arkansas,Baxter,72653,Other,Yes,,,,,,,,,36.3428137,-92.3853346
PRECISE SOLAR AND POWER,"3250 Harrison St #500, Batesville, AR 72501",BATESVILLE,Arkansas,Independence,72501,Other,Yes,,,,,,,,,35.7661408,-91.6125946
JACKSON ELECTRICAL SERVICE LLC,"293 Acres Rd, Williford, AR 72482",WILLIFORD,Arkansas,Sharp,72482,Other,Yes,,,,,,,,,36.3070189,-91.3979935
ZIMDAHL ELECTRIC INC.,"1005 Hwy 201 North, Mountain Home, AR 72653",,Arkansas,Baxter,72653,Other,Yes,,,,,,,,,36.3518581,-92.3857203
"G & S ELECTRICAL SERVICES, LLC","3146 Norbrook Dr, Memphis, TN 38116",Memphis,Tennessee,Shelby,38116,Generac,Yes,,,,,,,,,35.0625044,-90.0306282
"HIGGINS ELECTRIC, LLC","2271 Podesta Cove
Memphis TN 38134",MEMPHIS,Arkansas,Shelby,38134,Other,Yes,,,,,,,,,35.1881034,-89.8944703
FBR COMPANY,"91 Larkcrest Ln, Harrison, AR 72601",HARRISON,Arkansas,Boone,72601,Other,Yes,,,,,,,,,36.287262,-93.172051
River Pointe Electric LLC,"Hernando, Mississippi",Hernando,Mississippi,,,Kohler,Yes,,,https://www.riverpointeelectric.com/,,jody@riverpointeelectric.com,,,,34.823987,-89.9937018
Jim Cowden Electric LLC,"173 Grants Ferry Circle
Brandon, MS 39047",Brandon,Mississippi,Rankin,39047,Kohler,Yes,,,,,,,,,32.3329384,-90.00921729999999
TAW Power Systems,"517 Liberty Rd, Flowood, MS 39232",FLOWOOD,Mississippi,Rankin,39232,Kohler,Yes,,,,,,,,,32.3414157,-90.0790933
Hurricane Equipment Service,"9405 MONTRIDGE
HOUSTON, TX 77080",HOUSTON,Texas,Harris,77080,Kohler,Yes,Yes,No,NA,713-702-0895,,,,,29.8079666,-95.5213586
"
A & A GenPro Inc.","2870 Gessner Rd Ste C14, Houston, TX 77080",C HOUSTON,Texas,Harris,77080,Cummins,Yes,No,No,http://www.aagenpro.com,713 830-3280,,,,,29.8245,-95.54492499999999
Loftin Equipment Co.,"5204 Bear Creek Ct, Irving, TX 75061",Irving,Texas,Dallas,75061,Kohler,Yes,No,No,NA,281-310-6858,,,,,32.818993,-97.02623849999999
"
ABACUS PLUMBING A/C & ELECTRICAL","4001 Kendrick Plaza Drive
Houston, Texas 77032",HOUSTON,Texas,Harris,77032,Generac,Yes,No,No,www.abacusplubming.net,713-812-7070,,https://www.facebook.com/abacusplumbing/,,,29.942261,-95.3293676
DIKONIA ELECTRIC LLC,"3115 N Fry Rd #410, Katy, TX 77449",Katy,Texas,Harris,77449,Generac,No,Yes,No,NA,281-646-8580,,,,,29.81522,-95.7226422
"
FACILITIES ELECTRIC","12933 Brittmoore Park Dr, Houston, TX 77041",Houston,Texas,Harris,77041,Generac,Yes,Yes,No,www.facilitieselectric.com,713-647-6767,,,,,29.8560648,-95.58609829999999
